ms,cci,title,fund,category_of_region,year,dimension_type,dimension_code,dimension_title,eu_cofinancing_rate,total_eligible_costs_selected_fin_data,eu_eligible_costs_selected_fin_data_notional,total_elig_expenditure_declared_fin_data,eu_elig_expenditure_declared_fin_data_notional,reference_date
IT,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,73.8759513,46495115.93,34406385.79,0,0,2019-12-31T00:00:00.000
PT,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998757,2720455.59,2312387.25,197345.5,167743.68,2016-12-31T00:00:00.000
FR,2014FR16M2OP004,Corse - ERDF/ESF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.47058691,852684,477503.04,0,0,2016-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,28516426.36,14258213.18,15541415.11,7770707.56,2020-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999883,122348606.63,103996315.64,21008729.88,17857420.4,2018-12-31T00:00:00.000
IT,2014IT16RFOP015,Sardegna - ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,32861492.15,16430746.08,8704519.45,4352259.73,2016-12-31T00:00:00.000
FR,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.83333379,61603704,36962222.4,22014921,13208952.6,2020-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,57.28762292,756978023.93,431477473.64,282439634.66,160990591.76,2020-12-31T00:00:00.000
ES,2014ES16RFOP010,Castilla-La Mancha  - ERDF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999857,48846412.42,39077129.94,23252135.6,18601708.48,2021-12-31T00:00:00.000
FR,2014FR16M2OP004,Corse - ERDF/ESF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.47058691,6805421.82,3811036.22,384909.59,215549.37,2017-12-31T00:00:00.000
FR,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,45386560.45,22693280.23,36807081.68,18403540.84,2019-12-31T00:00:00.000
ES,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,335123187.09,167561593.55,127524667.8,63762333.9,2022-12-31T00:00:00.000
EE,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999952,95268371.81,80978116.04,86822697.84,73799293.16,2022-12-31T00:00:00.000
SE,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,75892593,37946296.5,55066650,27533325,2020-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999994,1396425463.94,1186961644.35,235613103.42,200271137.91,2019-12-31T00:00:00.000
ES,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,266164788.27,133082394.14,111166439.45,55583219.73,2019-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999882,15904577.7,12723662.16,1308625.96,1046900.77,2017-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,52077725.43,41662180.34,14400621.97,11520497.58,2019-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999923,124405087.86,99524070.29,57357228.73,45885782.98,2021-12-31T00:00:00.000
ES,2014ES16RFOP016,La Rioja  - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,162735.08,81367.54,156304.43,78152.22,2018-12-31T00:00:00.000
SK,2014SK16M1OP001,Integrated Infrastructure - SK - ERDF/CF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999999,484620949.89,411927807.41,111677433.98,94925818.88,2018-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999829,12184310.14,9747448.11,4325817.77,3460654.22,2019-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,More developed,2016,Thematic Objective,01,"Strengthening research, technological development and ...",50,19546164,9773082,0,0,2016-12-31T00:00:00.000
SE,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,5853253,2926626.5,2788490,1394245,2019-12-31T00:00:00.000
IT,2014IT16RFOP017,Toscana - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,50042062.28,25021031.14,27117147.97,13558573.99,2022-12-31T00:00:00.000
IT,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,75.00000038,265761319.94,199320989.96,79057134.41,59292850.81,2020-12-31T00:00:00.000
IT,2014IT16RFOP008,Emilia-Romagna - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,12146638.97,6073319.49,11694756.3,5847378.15,2022-12-31T00:00:00.000
DE,2014DE16RFOP004,Brandenburg - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2022-12-31T00:00:00.000
FR,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,64548972.01,32274486.01,39775162.84,19887581.42,2021-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999971,44902719.45,35922175.56,22704776.35,18163821.08,2017-12-31T00:00:00.000
IT,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,,46495115.93,,0,,2020-12-31T00:00:00.000
PL,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999937,77380939.68,65773798.73,55372013.25,47066211.26,2022-12-31T00:00:00.000
FR,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,95573834,38229533.6,14010131,5604052.4,2017-12-31T00:00:00.000
GR,2014GR16M2OP007,Continental Greece - ERDF/ESF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2017-12-31T00:00:00.000
GR,2014GR16M2OP007,Continental Greece - ERDF/ESF,ERDF,Transition,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2019-12-31T00:00:00.000
ES,2014ES16RFOP006,Baleares  - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,25626117.49,12813058.75,18527263.75,9263631.88,2022-12-31T00:00:00.000
FR,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,55457388.7,27728694.35,27227748.11,13613874.06,2020-12-31T00:00:00.000
FR,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,73712061.48,29484824.59,489636951.65,195854780.66,2020-12-31T00:00:00.000
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,81449633,40724816.5,2100574.57,1050287.29,2016-12-31T00:00:00.000
SE,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,77002735,38501367.5,45354435,22677217.5,2019-12-31T00:00:00.000
IT,2014IT16RFOP005,Bolzano - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,26292023.87,13146011.94,6253601.48,3126800.74,2019-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,29227616.4,14613808.2,23295579.59,11647789.8,2021-12-31T00:00:00.000
IT,2014IT16RFOP011,Liguria - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,24996585.96,12498292.98,15700817.86,7850408.93,2020-12-31T00:00:00.000
SE,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,85270447,42635223.5,61829673,30914836.5,2021-12-31T00:00:00.000
CY,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999875,20623623,17530079.55,4626898.87,3932864.04,2017-12-31T00:00:00.000
PL,2014PL16M2OP009,Podkarpackie Voivodeship - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.9999991,72533659.78,61653610.81,50507479.47,42931357.55,2020-12-31T00:00:00.000
PT,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999486,18366916.11,15611878.69,5414001.98,4601901.68,2019-12-31T00:00:00.000
CY,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999937,72247422.41,61410309.05,19835545.61,16860213.77,2020-12-31T00:00:00.000
PL,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999981,66072136.57,56161316.08,44333874.44,37683793.27,2019-12-31T00:00:00.000
FR,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.35606904,156288035.75,48449291.08,11722843.11,3634081.36,2018-12-31T00:00:00.000
FR,2014FR16M0OP015,Lorraine et Vosges - ERDF/ESF/YEI,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.9999997,9910590.39,5946354.23,1826397.82,1095838.69,2017-12-31T00:00:00.000
PT,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.9999994,6967295.49,5922201.17,1717088.52,1459525.24,2017-12-31T00:00:00.000
FR,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,8924015.66,5354409.4,4041637.76,2424982.66,2018-12-31T00:00:00.000
SE,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2022-12-31T00:00:00.000
PT,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999433,10002028.31,8501724.06,3799272.44,3229381.57,2018-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,25818603,20654882.4,102972,82377.6,2016-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999906,13632078.6,10905662.88,6892974.4,5514379.52,2017-12-31T00:00:00.000
IT,2014IT16RFOP008,Emilia-Romagna - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,11094764,5547382,1108551.11,554275.56,2017-12-31T00:00:00.000
ES,2014ES16RFOP009,Castilla y León  - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2017-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999947,86186118.25,68948894.6,20188936.57,16151149.26,2019-12-31T00:00:00.000
ES,2014ES16RFOP015,Galicia  - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,203222694.32,162578155.46,153328447.19,122662757.75,2022-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999941,91686333.91,73349067.13,42759523.1,34207618.48,2022-12-31T00:00:00.000
IT,2014IT16RFOP022,Basilicata - ERDF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,52070062,39052546.5,18763717,14072787.75,2020-12-31T00:00:00.000
FR,2014FR16M2OP011,Guyane - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,46.38670798,20470065,9416229.9,10874967,5002484.82,2020-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999986,573239848.89,487253871.56,89632781.73,76187864.47,2019-12-31T00:00:00.000
ES,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,73349902.78,36674951.39,0,0,2017-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,11709549,9367639.2,89046,71236.8,2016-12-31T00:00:00.000
UK,2014UK16RFOP004,Scotland - ERDF,ERDF,Transition,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,55.00000062,52816901.41,29049295.78,294892.77,162191.02,2019-12-31T00:00:00.000
FR,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999908,73696096.04,44217657.62,51734504.02,31040702.41,2021-12-31T00:00:00.000
IT,2014IT16RFOP005,Bolzano - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,43434146.51,21717073.26,22700009.68,11350004.84,2022-12-31T00:00:00.000
PL,2014PL16M2OP007,Mazowieckie Voivodeship - ERDF/ESF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.9999999,164399480.31,131519584.25,71051468.54,56841174.83,2019-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,8896761.57,4448380.79,2568629.26,1284314.63,2021-12-31T00:00:00.000
IT,2014IT16RFOP004,Abruzzo - ERDF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,25348467.32,12674233.66,6421985.24,3210992.62,2018-12-31T00:00:00.000
ES,2014ES16RFOP012,Ceuta  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,1999599.3,1599679.44,1999599.3,1599679.44,2019-12-31T00:00:00.000
IE,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2018-12-31T00:00:00.000
LV,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999998,94134253,80014115.05,3917054.78,3329496.56,2017-12-31T00:00:00.000
ES,2014ES16RFOP015,Galicia  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,,,,,2016-12-31T00:00:00.000
FR,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,74195485.16,37097742.58,77034004.29,38517002.15,2022-12-31T00:00:00.000
GR,2014GR16M2OP012,Attica - ERDF/ESF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,25739015,20591212,9192842.59,7354274.07,2016-12-31T00:00:00.000
