PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Hungary,2017,5,Waste and wastewater management,5(f),Methane (CH4),167000
2025/12/15,Germany,2014,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),2290000
2025/12/15,United Kingdom,2014,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),1052120
2025/12/15,Hungary,2021,5,Waste and wastewater management,5(f),Ammonia (NH3),148000
2025/12/15,Germany,2024,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),4566000
2025/12/15,United Kingdom,2011,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),1449300
2025/12/15,United Kingdom,2014,3,Mineral industry,3(c),Nickel and compounds (as Ni),1030
2025/12/15,Spain,2017,4,Chemical industry,4(a)(iv),Nitrogen oxides (NOX),755000
2025/12/15,France,2007,,,,Fluorine and inorganic compounds (as HF),94140
2025/12/15,Netherlands,2024,5,Waste and wastewater management,5(c),Carbon dioxide (CO2),1197000000
2025/12/15,Norway,2008,4,Chemical industry,4(b)(v),Non-methane volatile organic compounds (NMVOC),283000
2025/12/15,Croatia,2021,4,Chemical industry,4(c),Sulphur oxides (SOX),517000
2025/12/15,Denmark,2023,3,Mineral industry,3(g),Mercury and compounds (as Hg),3.9
2025/12/15,Austria,2012,6,Paper and wood production and processing,6(b),Sulphur oxides (SOX),464000
2025/12/15,Italy,2023,2,Production and processing of metals,2(b),Anthracene,569.46
2025/12/15,Poland,2011,3,Mineral industry,3(a),Polycyclic aromatic hydrocarbons (PAHs),5000
2025/12/15,Belgium,2012,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),605000
2025/12/15,Italy,2008,4,Chemical industry,4(a),Arsenic and compounds (as As),27.6
2025/12/15,Germany,2020,3,Mineral industry,3(g),Sulphur oxides (SOX),302000
2025/12/15,Spain,2012,8,Animal and vegetable products from the food and beverage sector,8(c),Nickel and compounds (as Ni),51.6
2025/12/15,Slovakia,2009,2,Production and processing of metals,2(e)(ii),Carbon monoxide (CO),3060000
2025/12/15,Poland,2017,6,Paper and wood production and processing,6(a),Sulphur oxides (SOX),729000
2025/12/15,Italy,2008,1,Energy sector,1(c),Polychlorinated biphenyls (PCBs),1.73
2025/12/15,Sweden,2010,5,Waste and wastewater management,5(f),Methane (CH4),515000
2025/12/15,Finland,2018,1,Energy sector,1(c),Nitrous oxide (N2O),3523200
2025/12/15,Greece,2015,1,Energy sector,1(a),Copper and compounds (as Cu),355
2025/12/15,Denmark,2008,3,Mineral industry,3(g),Chlorine and inorganic compounds (as HCl),42100
2025/12/15,Denmark,2008,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Nitrogen oxides (NOX),194000
2025/12/15,Netherlands,2024,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),5410000000
2025/12/15,United Kingdom,2017,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Hydro-fluorocarbons (HFCS),508
2025/12/15,Italy,2009,1,Energy sector,1(c),Sulphur hexafluoride (SF6),2095
2025/12/15,United Kingdom,2014,1,Energy sector,1(a),Benzene,227700
2025/12/15,Sweden,2012,3,Mineral industry,3(c),Zinc and compounds (as Zn),288
2025/12/15,Germany,2015,3,Mineral industry,3(c),Benzene,6610
2025/12/15,Czechia,2018,3,Mineral industry,3(c)(i),Hydrochlorofluorocarbons (HCFCs),6
2025/12/15,Czechia,2022,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),31052.33779
2025/12/15,United Kingdom,2011,4,Chemical industry,4(a)(ix),Non-methane volatile organic compounds (NMVOC),832000
2025/12/15,Netherlands,2016,4,Chemical industry,4(b)(i),Benzene,1890
2025/12/15,Spain,2009,3,Mineral industry,3(b),Sulphur oxides (SOX),237000
2025/12/15,Germany,2016,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),112000
2025/12/15,Germany,2008,4,Chemical industry,4(b)(i),Nitrous oxide (N2O),91000
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(c),Carbon dioxide (CO2),163000000
2025/12/15,Czechia,2010,7,Intensive livestock production and aquaculture,7(a)(iii),Mercury and compounds (as Hg),54.4
2025/12/15,Germany,2015,,,,Carbon dioxide (CO2),650000000
2025/12/15,Germany,2008,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Ammonia (NH3),96200
2025/12/15,Belgium,2013,3,Mineral industry,3(c)(iii),Benzene,9700
2025/12/15,Germany,2013,4,Chemical industry,4(b)(v),Carbon monoxide (CO),790000
2025/12/15,Finland,2021,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),637000
2025/12/15,Denmark,2021,5,Waste and wastewater management,5(b),Methane (CH4),4788.44
2025/12/15,Belgium,2024,4,Chemical industry,4(a)(ii),Methane (CH4),644000
2025/12/15,Finland,2021,1,Energy sector,1(c),Non-methane volatile organic compounds (NMVOC),114000
2025/12/15,Germany,2013,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon monoxide (CO),1060000
2025/12/15,Belgium,2019,4,Chemical industry,4(a)(ii),Methane (CH4),604000
2025/12/15,Germany,2007,2,Production and processing of metals,2(b),Arsenic and compounds (as As),48.5
2025/12/15,France,2011,1,Energy sector,1(c),Sulphur hexafluoride (SF6),440
2025/12/15,Italy,2014,5,Waste and wastewater management,5(c),Carbon monoxide (CO),1274000
2025/12/15,Latvia,2016,6,Paper and wood production and processing,6(b),Particulate matter (PM10),56800
2025/12/15,Spain,2015,1,Energy sector,1(c),Benzene,11500
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),894
2025/12/15,France,2008,4,Chemical industry,4(b)(ii),Nitrous oxide (N2O),3573000
2025/12/15,Belgium,2022,6,Paper and wood production and processing,6(a),Arsenic and compounds (as As),22
2025/12/15,Germany,2007,9,Other activities,9(a),Nickel and compounds (as Ni),192
2025/12/15,Norway,2014,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),172000
2025/12/15,United Kingdom,2017,2,Production and processing of metals,2(a),Methane (CH4),263000
2025/12/15,France,2009,1,Energy sector,1(b),Sulphur oxides (SOX),3390000
2025/12/15,Norway,2014,6,Paper and wood production and processing,6(a),Nitrogen oxides (NOX),504000
2025/12/15,Iceland,2020,3,Mineral industry,3(c),Particulate matter (PM10),3430
2025/12/15,United Kingdom,2019,8,Animal and vegetable products from the food and beverage sector,8(b),Methane (CH4),207000
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(f),Methane (CH4),130000
2025/12/15,Greece,2022,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),899
2025/12/15,Germany,2010,2,Production and processing of metals,2(e)(ii),Carbon monoxide (CO),1402000
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,5(b),Cadmium and compounds (as Cd),63.8
2025/12/15,France,2013,5,Waste and wastewater management,5(d),Carbon dioxide (CO2),189000000
2025/12/15,Greece,2011,1,Energy sector,1(a),Nitrogen oxides (NOX),4810000
2025/12/15,France,2024,3,Mineral industry,3(f),Nitrogen oxides (NOX),250000
2025/12/15,Germany,2017,5,Waste and wastewater management,5(d),Chlorofluorocarbons (CFCs),5.609999999999999
2025/12/15,Lithuania,2007,3,Mineral industry,3(g),Ammonia (NH3),13000
2025/12/15,Spain,2022,9,Other activities,9(c),Ammonia (NH3),10800
2025/12/15,Lithuania,2007,1,Energy sector,1(a),Carbon monoxide (CO),1130000
2025/12/15,Czechia,2013,1,Energy sector,1(d),Nitrogen oxides (NOX),133000
2025/12/15,Lithuania,2012,4,Chemical industry,4(c),Ammonia (NH3),529100
2025/12/15,Belgium,2013,6,Paper and wood production and processing,6(a),Carbon monoxide (CO),2510000
2025/12/15,Poland,2012,6,Paper and wood production and processing,6(a),Ammonia (NH3),43900
2025/12/15,Czechia,2014,1,Energy sector,1(a),Carbon dioxide (CO2) excluding biomass,878000000
2025/12/15,Netherlands,2018,,,,Carbon dioxide (CO2),1052000000
2025/12/15,Germany,2009,3,Mineral industry,3(c),Carbon dioxide (CO2) excluding biomass,1507000000
2025/12/15,Portugal,2020,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrous oxide (N2O),25600
2025/12/15,Italy,2013,5,Waste and wastewater management,5(g),Sulphur oxides (SOX),1130000
2025/12/15,Germany,2009,1,Energy sector,1(c),Chromium and compounds (as Cr),681
2025/12/15,Poland,2013,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),4331000
2025/12/15,Germany,2020,,,,Non-methane volatile organic compounds (NMVOC),644000
2025/12/15,Czechia,2021,4,Chemical industry,4(a)(vii),Trichloroethylene (TRI),32002
2025/12/15,Czechia,2012,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),752
2025/12/15,Belgium,2008,1,Energy sector,1(c),Methane (CH4),196000
2025/12/15,Netherlands,2020,1,Energy sector,1(a),Chromium and compounds (as Cr),200
2025/12/15,Netherlands,2010,4,Chemical industry,4(c),Nitrous oxide (N2O),787000
2025/12/15,Czechia,2021,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon dioxide (CO2) excluding biomass,43997000
2025/12/15,United Kingdom,2014,2,Production and processing of metals,2(a),Nickel and compounds (as Ni),211
2025/12/15,Portugal,2016,4,Chemical industry,4(a)(i),Nitrogen oxides (NOX),336000
2025/12/15,Luxembourg,2013,3,Mineral industry,3(c)(i),Zinc and compounds (as Zn),332
2025/12/15,Germany,2021,2,Production and processing of metals,2(d),Carbon dioxide (CO2),192000000
2025/12/15,Spain,2022,6,Paper and wood production and processing,6(b),Naphthalene,942
2025/12/15,Spain,2022,6,Paper and wood production and processing,6(b),Polycyclic aromatic hydrocarbons (PAHs),177
2025/12/15,Switzerland,2015,4,Chemical industry,4(b)(ii),Mercury and compounds (as Hg),29
2025/12/15,Romania,2014,3,Mineral industry,3(c)(iii),Carbon dioxide (CO2),836000000
2025/12/15,Romania,2024,1,Energy sector,1(c),Particulate matter (PM10),347200
2025/12/15,France,2012,4,Chemical industry,4(a)(ix),Carbon dioxide (CO2),141000000
2025/12/15,Portugal,2019,7,Intensive livestock production and aquaculture,7(a)(ii),Methane (CH4),582000
2025/12/15,Spain,2021,4,Chemical industry,4(a)(iv),Nitrogen oxides (NOX),410000
2025/12/15,Spain,2019,5,Waste and wastewater management,5(a),Methane (CH4),2936000
2025/12/15,Denmark,2023,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),577000
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(e)(ii),Mercury and compounds (as Hg),40
2025/12/15,Estonia,2016,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.000217
2025/12/15,Czechia,2016,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),178000
2025/12/15,Poland,2013,3,Mineral industry,3(b),Nitrogen oxides (NOX),513000
2025/12/15,Italy,2014,2,Production and processing of metals,2(f),Carbon dioxide (CO2),115000000
2025/12/15,France,2012,4,Chemical industry,4(a)(ii),Ammonia (NH3),26400
2025/12/15,France,2008,4,Chemical industry,4(a)(iv),Tetrachloromethane (TCM),676
2025/12/15,Sweden,2007,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),678000000
2025/12/15,Spain,2024,1,Energy sector,1(a),Carbon monoxide (CO),1980000
2025/12/15,Portugal,2016,6,Paper and wood production and processing,6(b),Methane (CH4),154000
2025/12/15,Sweden,2021,6,Paper and wood production and processing,6(a),Cadmium and compounds (as Cd),32.7
2025/12/15,France,2008,1,Energy sector,1(a),Nitrous oxide (N2O),565700
2025/12/15,Poland,2011,3,Mineral industry,3(f),Ammonia (NH3),890600
2025/12/15,Italy,2023,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),511
2025/12/15,Belgium,2011,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),4368
2025/12/15,Italy,2012,3,Mineral industry,3(g),Nitrogen oxides (NOX),275000
2025/12/15,Greece,2019,1,Energy sector,1(a),Zinc and compounds (as Zn),16370
2025/12/15,Netherlands,2014,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),1158000
2025/12/15,Slovenia,2011,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),274800
2025/12/15,Portugal,2011,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),567900
2025/12/15,Austria,2013,4,Chemical industry,4(b),Sulphur oxides (SOX),215000
2025/12/15,Serbia,2019,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),197100
2025/12/15,Greece,2013,1,Energy sector,1(c),Non-methane volatile organic compounds (NMVOC),113000
2025/12/15,Germany,2008,2,Production and processing of metals,2(a),Zinc and compounds (as Zn),2050
2025/12/15,Germany,2007,1,Energy sector,1(a),Benzene,86790
2025/12/15,Germany,2011,4,Chemical industry,4(a)(viii),Non-methane volatile organic compounds (NMVOC),7317000
2025/12/15,Czechia,2022,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrogen oxides (NOX),205810
2025/12/15,Germany,2014,5,Waste and wastewater management,5(a),Carbon dioxide (CO2) excluding biomass,1122603000
2025/12/15,Portugal,2012,2,Production and processing of metals,2(e)(ii),Lead and compounds (as Pb),1560
2025/12/15,Serbia,2018,1,Energy sector,1(c),Particulate matter (PM10),11156600
2025/12/15,Spain,2012,2,Production and processing of metals,2(f),Di-(2-ethyl hexyl) phthalate (DEHP),199
2025/12/15,Netherlands,2016,2,Production and processing of metals,2(e)(ii),Nitrogen oxides (NOX),473000
2025/12/15,Portugal,2012,2,Production and processing of metals,2(b),PCDD + PCDF (dioxins + furans) (as Teq),0.0027
2025/12/15,France,2022,3,Mineral industry,3(g),Benzene,1670
2025/12/15,Denmark,2013,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),36160
2025/12/15,France,2020,4,Chemical industry,4(a)(i),Nitrous oxide (N2O),92300
2025/12/15,Portugal,2011,3,Mineral industry,3(e),Lead and compounds (as Pb),286
2025/12/15,Sweden,2010,1,Energy sector,1(a),Carbon dioxide (CO2) excluding biomass,2924000000
2025/12/15,Ireland,2020,1,Energy sector,1(c),Carbon monoxide (CO),1232834.9100000001
2025/12/15,Bulgaria,2019,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),564171
2025/12/15,Spain,2013,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),925
2025/12/15,Austria,2022,3,Mineral industry,3(c),Carbon monoxide (CO),3194000
2025/12/15,Ireland,2012,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2),229000000
2025/12/15,Poland,2011,3,Mineral industry,3(f),Particulate matter (PM10),215300
2025/12/15,Czechia,2009,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),406000
2025/12/15,Czechia,2018,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.0016039999999999995
2025/12/15,France,2010,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),5497100
2025/12/15,Czechia,2009,1,Energy sector,1(d),Methane (CH4),203000
2025/12/15,Slovakia,2015,2,Production and processing of metals,2(e)(i),Fluorine and inorganic compounds (as HF),34500
2025/12/15,Germany,2024,9,Other activities,9(c),Carbon dioxide (CO2),278000000
2025/12/15,Sweden,2010,6,Paper and wood production and processing,6(a),Nickel and compounds (as Ni),1227.3999999999999
2025/12/15,Norway,2012,4,Chemical industry,4(b)(v),Fluoranthene,10
2025/12/15,Poland,2017,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),622
2025/12/15,Greece,2009,9,Other activities,9(e),Particulate matter (PM10),200700
2025/12/15,Poland,2022,3,Mineral industry,3(f),Non-methane volatile organic compounds (NMVOC),142000
2025/12/15,Portugal,2019,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),14800
2025/12/15,Slovenia,2009,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),1521000
2025/12/15,Poland,2016,4,Chemical industry,4(a),Particulate matter (PM10),79000
2025/12/15,Denmark,2011,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),20
2025/12/15,Spain,2020,3,Mineral industry,3(c)(i),Particulate matter (PM10),92500
2025/12/15,Germany,2010,2,Production and processing of metals,2(b),Hydrogen cyanide (HCN),2386
2025/12/15,France,2022,8,Animal and vegetable products from the food and beverage sector,8(c),Particulate matter (PM10),221000
2025/12/15,Poland,2020,6,Paper and wood production and processing,6(b),Arsenic and compounds (as As),29.7
2025/12/15,Portugal,2023,3,Mineral industry,3(c)(i),Dichloromethane (DCM),15250
2025/12/15,Denmark,2020,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),177000
2025/12/15,Poland,2016,2,Production and processing of metals,2(c),Nitrogen oxides (NOX),455000
2025/12/15,United Kingdom,2018,1,Energy sector,1(a),Methane (CH4),5019000
2025/12/15,Germany,2018,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),221000
2025/12/15,Bulgaria,2016,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),189000
2025/12/15,Switzerland,2020,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),346000
2025/12/15,Iceland,2017,2,Production and processing of metals,2(f),Ammonia (NH3),15400
2025/12/15,Germany,2019,8,Animal and vegetable products from the food and beverage sector,8(b),Non-methane volatile organic compounds (NMVOC),429000
2025/12/15,Spain,2014,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),54677
2025/12/15,Romania,2009,2,Production and processing of metals,2(b),Carbon monoxide (CO),52210000
2025/12/15,Greece,2023,3,Mineral industry,3(c)(i),Hydrogen cyanide (HCN),760
2025/12/15,Romania,2009,3,Mineral industry,3(a),Carbon dioxide (CO2),135000000
2025/12/15,Belgium,2011,2,Production and processing of metals,2(e)(ii),Nitrogen oxides (NOX),108000
2025/12/15,Croatia,2021,3,Mineral industry,3(f),Sulphur oxides (SOX),409000
2025/12/15,Spain,2014,2,Production and processing of metals,2(b),Lead and compounds (as Pb),13387
2025/12/15,France,2017,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),33.8
2025/12/15,Cyprus,2007,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),1470000000
2025/12/15,Croatia,2017,3,Mineral industry,3(e),Sulphur oxides (SOX),213000
2025/12/15,Italy,2012,2,Production and processing of metals,2(b),Chlorine and inorganic compounds (as HCl),164000
2025/12/15,Denmark,2018,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),363033.728518
2025/12/15,United Kingdom,2008,2,Production and processing of metals,2(a),Sulphur oxides (SOX),4950000
2025/12/15,Germany,2013,2,Production and processing of metals,2(b),Particulate matter (PM10),2231900
2025/12/15,France,2011,5,Waste and wastewater management,5(b),Sulphur oxides (SOX),154000
2025/12/15,Germany,2024,4,Chemical industry,4(a)(viii),Nitrous oxide (N2O),47700
2025/12/15,Denmark,2019,3,Mineral industry,3(c)(i),Chlorine and inorganic compounds (as HCl),12000
2025/12/15,Austria,2015,4,Chemical industry,4(a),Sulphur oxides (SOX),588000
