PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Spain,2008,4,Chemical industry,4(a)(i),Cyanides (as total CN),214
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,8(b),Lead and compounds (as Pb),20.3
2025/12/15,Spain,2009,5,Waste and wastewater management,5(b),Total phosphorus,288000
2025/12/15,Germany,2013,6,Paper and wood production and processing,6(b),Total phosphorus,9140
2025/12/15,Austria,2020,2,Production and processing of metals,2(c),Nickel and compounds (as Ni),181
2025/12/15,Germany,2020,1,Energy sector,1(c),Arsenic and compounds (as As),480.2
2025/12/15,Spain,2009,4,Chemical industry,4(b)(ii),Cyanides (as total CN),74.3
2025/12/15,Germany,2020,2,Production and processing of metals,2(c)(i),Zinc and compounds (as Zn),478
2025/12/15,Austria,2014,5,Waste and wastewater management,5(g),Trichloromethane,22.6
2025/12/15,Serbia,2014,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),8106
2025/12/15,Germany,2015,1,Energy sector,1(c),Copper and compounds (as Cu),4222.4
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,5(f),Cadmium and compounds (as Cd),338.05000000000007
2025/12/15,Poland,2007,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),8822400
2025/12/15,Italy,2013,4,Chemical industry,4(a),Fluorides (as total F),47830
2025/12/15,Denmark,2020,5,Waste and wastewater management,5(b),Arsenic and compounds (as As),0.006
2025/12/15,Germany,2012,4,Chemical industry,4(b)(v),Arsenic and compounds (as As),5.3
2025/12/15,United Kingdom,2009,1,Energy sector,1(a),Phenols (as total C),25822
2025/12/15,Italy,2009,5,Waste and wastewater management,5(f),Total phosphorus,3659670
2025/12/15,Sweden,2009,1,Energy sector,1(a),Phenols (as total C),1725
2025/12/15,Spain,2011,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),641.39
2025/12/15,Hungary,2012,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),5004.8
2025/12/15,Poland,2016,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),46319
2025/12/15,France,2019,5,Waste and wastewater management,5(d),Mercury and compounds (as Hg),1.4
2025/12/15,Italy,2021,4,Chemical industry,4(d),Total organic carbon(as total C or COD/3) (TOC),100140
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,5(f),Asbestos,348.30999999999995
2025/12/15,Poland,2024,6,Paper and wood production and processing,6(b),Total phosphorus,35400
2025/12/15,United Kingdom,2007,1,Energy sector,1(c),Copper and compounds (as Cu),14784.7
2025/12/15,Spain,2011,1,Energy sector,1(a),Zinc and compounds (as Zn),2587
2025/12/15,Poland,2024,8,Animal and vegetable products from the food and beverage sector,8(b),Arsenic and compounds (as As),17.32
2025/12/15,Czechia,2019,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),5761.7
2025/12/15,Belgium,2014,4,Chemical industry,4(b)(ii),Chlorides (as total Cl),2910000
2025/12/15,France,2007,,,,Total organic carbon(as total C or COD/3) (TOC),4476700
2025/12/15,France,2012,,,,Chlorides (as total Cl),35340000
2025/12/15,France,2013,5,Waste and wastewater management,5(c),Cyanides (as total CN),70.5
2025/12/15,Norway,2007,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),9
2025/12/15,Spain,2009,5,Waste and wastewater management,5(f),Chlorides (as total Cl),415820000
2025/12/15,Portugal,2009,4,Chemical industry,4(b)(iv),Zinc and compounds (as Zn),2230
2025/12/15,Ireland,2011,4,Chemical industry,4(b)(v),Nickel and compounds (as Ni),41.2
2025/12/15,Italy,2015,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),17765.6
2025/12/15,Poland,2011,1,Energy sector,1(c),Nickel and compounds (as Ni),486
2025/12/15,Hungary,2016,5,Waste and wastewater management,5(f),Total nitrogen,2092400
2025/12/15,Czechia,2022,4,Chemical industry,4(a)(i),Total organic carbon(as total C or COD/3) (TOC),111435.3
2025/12/15,Germany,2018,2,Production and processing of metals,2(b),Total phosphorus,5150
2025/12/15,Romania,2023,5,Waste and wastewater management,5(f),Total nitrogen,6815300
2025/12/15,Germany,2014,5,Waste and wastewater management,5(f),Chlorides (as total Cl),858980000
2025/12/15,Sweden,2019,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),846.3
2025/12/15,Denmark,2012,4,Chemical industry,4(d),Arsenic and compounds (as As),116
2025/12/15,Bulgaria,2020,6,Paper and wood production and processing,6(a),Zinc and compounds (as Zn),413
2025/12/15,United Kingdom,2011,2,Production and processing of metals,2(a),Total nitrogen,267000
2025/12/15,Germany,2009,4,Chemical industry,4(a)(iv),Copper and compounds (as Cu),55
2025/12/15,Bulgaria,2011,9,Other activities,9(a),Phenols (as total C),103
2025/12/15,Italy,2008,6,Paper and wood production and processing,6(b),Mercury and compounds (as Hg),22.15
2025/12/15,Belgium,2016,5,Waste and wastewater management,5(f),Cadmium and compounds (as Cd),27.9
2025/12/15,Sweden,2013,4,Chemical industry,4(e),Total nitrogen,150000
2025/12/15,Ireland,2011,5,Waste and wastewater management,5(f),Total nitrogen,4453000
2025/12/15,Sweden,2021,6,Paper and wood production and processing,6(a),Zinc and compounds (as Zn),54939
2025/12/15,Hungary,2010,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),946
2025/12/15,Hungary,2019,5,Waste and wastewater management,5(f),Total phosphorus,94470
2025/12/15,Italy,2023,5,Waste and wastewater management,5(c),Nonylphenol and Nonylphenol ethoxylates,206.10000000000002
2025/12/15,Belgium,2016,2,Production and processing of metals,2(c)(iii),Zinc and compounds (as Zn),186
2025/12/15,United Kingdom,2008,4,Chemical industry,4(a),Xylenes,8434
2025/12/15,France,2019,2,Production and processing of metals,2(b),Total nitrogen,111000
2025/12/15,Belgium,2017,4,Chemical industry,4(b)(ii),Zinc and compounds (as Zn),13536
2025/12/15,Bulgaria,2010,9,Other activities,9(a),Phenols (as total C),311
2025/12/15,Italy,2017,5,Waste and wastewater management,5(g),Mercury and compounds (as Hg),2.4
2025/12/15,Belgium,2014,3,Mineral industry,3(c)(i),Nickel and compounds (as Ni),100.4
2025/12/15,Italy,2020,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),982.9351999999999
2025/12/15,Romania,2022,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),36081
2025/12/15,Slovakia,2022,1,Energy sector,1(c),Arsenic and compounds (as As),61.7
2025/12/15,Italy,2010,4,Chemical industry,4(a),Vinyl chloride,83
2025/12/15,Czechia,2011,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),1592000
2025/12/15,Finland,2016,6,Paper and wood production and processing,6(a),Arsenic and compounds (as As),264.20000000000005
2025/12/15,Netherlands,2014,4,Chemical industry,4(a)(i),Trichloromethane,19
2025/12/15,Germany,2021,2,Production and processing of metals,2(b),Chlorides (as total Cl),3210000
2025/12/15,Finland,2016,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),777.5
2025/12/15,Austria,2020,1,Energy sector,1(a),Arsenic and compounds (as As),7.9
2025/12/15,France,2020,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),94
2025/12/15,France,2021,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total organic carbon(as total C or COD/3) (TOC),3550600
2025/12/15,Poland,2014,4,Chemical industry,4(a),Copper and compounds (as Cu),230
2025/12/15,United Kingdom,2009,1,Energy sector,1(c),Fluoranthene,58.25
2025/12/15,Italy,2018,4,Chemical industry,4(d),Nickel and compounds (as Ni),64.55
2025/12/15,Germany,2018,4,Chemical industry,4(a)(iii),Chromium and compounds (as Cr),86
2025/12/15,Greece,2015,1,Energy sector,1(c),Nickel and compounds (as Ni),133.8
2025/12/15,Germany,2024,2,Production and processing of metals,2(b),Chlorides (as total Cl),4280000
2025/12/15,Romania,2008,5,Waste and wastewater management,5(f),Chlorides (as total Cl),13080000
2025/12/15,Romania,2019,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),958
2025/12/15,Netherlands,2011,5,Waste and wastewater management,5(g),Nickel and compounds (as Ni),35
2025/12/15,France,2013,4,Chemical industry,4(b)(ii),Halogenated organic compounds (as AOX),6910
2025/12/15,France,2012,4,Chemical industry,4(a)(vi),Di-(2-ethyl hexyl) phthalate (DEHP),2350
2025/12/15,France,2013,4,Chemical industry,4(a)(iv),Lead and compounds (as Pb),43.6
2025/12/15,Poland,2021,2,Production and processing of metals,2(a),Chlorides (as total Cl),4230000
2025/12/15,Belgium,2012,2,Production and processing of metals,2(e)(ii),Arsenic and compounds (as As),26.7
2025/12/15,Sweden,2017,5,Waste and wastewater management,5(f),Total phosphorus,99490
2025/12/15,Germany,2008,4,Chemical industry,4(b)(iv),Arsenic and compounds (as As),407.6
2025/12/15,Ireland,2008,3,Mineral industry,3(a),Lead and compounds (as Pb),643
2025/12/15,Slovenia,2014,5,Waste and wastewater management,5(f),Chlorides (as total Cl),2620000
2025/12/15,Finland,2022,5,Waste and wastewater management,5(f),Halogenated organic compounds (as AOX),28800
2025/12/15,Poland,2011,8,Animal and vegetable products from the food and beverage sector,8(c),Arsenic and compounds (as As),25.7
2025/12/15,Spain,2022,6,Paper and wood production and processing,6(b),Arsenic and compounds (as As),53.8
2025/12/15,Belgium,2015,5,Waste and wastewater management,5(a),Nickel and compounds (as Ni),136.5
2025/12/15,France,2024,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nickel and compounds (as Ni),328.900002
2025/12/15,Spain,2022,4,Chemical industry,4(a)(x),Total nitrogen,55000
2025/12/15,Belgium,2024,1,Energy sector,1(a),Chlorides (as total Cl),8850000
2025/12/15,Italy,2018,5,Waste and wastewater management,5(a),Mercury and compounds (as Hg),3.3959
2025/12/15,Denmark,2020,1,Energy sector,1(c),Chromium and compounds (as Cr),0.012
2025/12/15,France,2022,4,Chemical industry,4(b)(ii),Total nitrogen,179300
2025/12/15,Netherlands,2009,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),90.6
2025/12/15,Sweden,2014,5,Waste and wastewater management,5(f),Phenols (as total C),717
2025/12/15,France,2020,5,Waste and wastewater management,5(g),Arsenic and compounds (as As),12.5
2025/12/15,Italy,2014,5,Waste and wastewater management,5(f),Isodrin,27.15
2025/12/15,Italy,2013,9,Other activities,9(c),Cadmium and compounds (as Cd),22.9
2025/12/15,Belgium,2023,5,Waste and wastewater management,5(c),Chromium and compounds (as Cr),57
2025/12/15,Austria,2010,4,Chemical industry,4(c),Fluorides (as total F),13500
2025/12/15,Switzerland,2010,1,Energy sector,1(a),Cadmium and compounds (as Cd),5.87
2025/12/15,Romania,2018,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),4413.7
2025/12/15,Czechia,2011,4,Chemical industry,4(a)(vii),Halogenated organic compounds (as AOX),2800
2025/12/15,Iceland,2018,5,Waste and wastewater management,5(f),Total phosphorus,131400
2025/12/15,Denmark,2011,4,Chemical industry,4(d),Total phosphorus,7220
2025/12/15,Germany,2017,1,Energy sector,1(a),Total nitrogen,111800
2025/12/15,Slovakia,2021,4,Chemical industry,4(c),Nickel and compounds (as Ni),30.5
2025/12/15,France,2013,4,Chemical industry,4(b)(i),Total nitrogen,555700
2025/12/15,Netherlands,2018,4,Chemical industry,4(a)(ii),Chlorides (as total Cl),24500000
2025/12/15,Austria,2021,4,Chemical industry,4(c),Total phosphorus,5200
2025/12/15,Italy,2019,5,Waste and wastewater management,5(c),Copper and compounds (as Cu),1428.4691
2025/12/15,Sweden,2022,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),376
2025/12/15,Hungary,2024,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),492.1
2025/12/15,Czechia,2018,,,,Di-(2-ethyl hexyl) phthalate (DEHP),28.3324
2025/12/15,Denmark,2013,4,Chemical industry,4(d),Halogenated organic compounds (as AOX),3090
2025/12/15,Spain,2013,5,Waste and wastewater management,5(b),Dichloromethane (DCM),19.6
2025/12/15,Finland,2024,2,Production and processing of metals,2(e)(i),Mercury and compounds (as Hg),1.11
2025/12/15,Sweden,2024,1,Energy sector,1(a),Arsenic and compounds (as As),15.7
2025/12/15,Italy,2009,4,Chemical industry,4(b),Chlorides (as total Cl),624600000
2025/12/15,Italy,2007,4,Chemical industry,4(b),Chromium and compounds (as Cr),3694.4
2025/12/15,United Kingdom,2007,5,Waste and wastewater management,5(a),Dichloromethane (DCM),24.7
2025/12/15,Poland,2016,3,Mineral industry,3(b),Phenols (as total C),390
2025/12/15,Belgium,2009,3,Mineral industry,3(e),Phenols (as total C),32.8
2025/12/15,France,2018,,,,Tetrachloromethane (TCM),1.51
2025/12/15,Spain,2020,2,Production and processing of metals,2(d),Halogenated organic compounds (as AOX),1660
2025/12/15,France,2016,4,Chemical industry,4(a)(ii),Cyanides (as total CN),4740
2025/12/15,Czechia,2010,3,Mineral industry,3(a),Zinc and compounds (as Zn),185
2025/12/15,Spain,2012,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.00224
2025/12/15,Italy,2007,1,Energy sector,1(b),Cadmium and compounds (as Cd),8.6
2025/12/15,Italy,2012,,,,Arsenic and compounds (as As),34.7
2025/12/15,Austria,2021,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),18
2025/12/15,Italy,2007,2,Production and processing of metals,2(b),Arsenic and compounds (as As),978.4000000000001
2025/12/15,Latvia,2010,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),278
2025/12/15,Czechia,2015,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),44.8
2025/12/15,Italy,2012,2,Production and processing of metals,2(b),Chlorides (as total Cl),4200000
2025/12/15,France,2016,9,Other activities,9(d),Fluoranthene,10.6
2025/12/15,France,2022,4,Chemical industry,4(a)(iv),Trichloromethane,67.400002
2025/12/15,Norway,2011,3,Mineral industry,3(c)(i),Cadmium and compounds (as Cd),59.4
2025/12/15,Netherlands,2024,4,Chemical industry,4(a)(i),Zinc and compounds (as Zn),386
2025/12/15,Iceland,2017,2,Production and processing of metals,2(e)(i),Cyanides (as total CN),2900
2025/12/15,Norway,2011,6,Paper and wood production and processing,6(a),Arsenic and compounds (as As),24
2025/12/15,Germany,2015,5,Waste and wastewater management,5(a),Mercury and compounds (as Hg),6
2025/12/15,Italy,2012,4,Chemical industry,4(d),Polychlorinated biphenyls (PCBs),2.36
2025/12/15,Ireland,2023,3,Mineral industry,3(a),Arsenic and compounds (as As),54.387
2025/12/15,United Kingdom,2013,8,Animal and vegetable products from the food and beverage sector,8(c),Total organic carbon(as total C or COD/3) (TOC),904000
2025/12/15,France,2012,1,Energy sector,1(a),Cyanides (as total CN),186
2025/12/15,Finland,2024,4,Chemical industry,4(c),Total nitrogen,110000
2025/12/15,Serbia,2019,3,Mineral industry,3(c)(i),Copper and compounds (as Cu),50.4
2025/12/15,Serbia,2019,1,Energy sector,1(c),Chromium and compounds (as Cr),14114
2025/12/15,Norway,2014,4,Chemical industry,4(a)(viii),Total phosphorus,58000
2025/12/15,Czechia,2018,5,Waste and wastewater management,5(f),Fluorides (as total F),76055.03
2025/12/15,Germany,2019,5,Waste and wastewater management,5(g),Total phosphorus,5540
2025/12/15,United Kingdom,2012,5,Waste and wastewater management,5(f),"Benzo(g,h,i)perylene",5.57
2025/12/15,Czechia,2012,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),7.97
2025/12/15,Germany,2017,4,Chemical industry,4(b)(i),Chlorides (as total Cl),1443080000
2025/12/15,Portugal,2016,1,Energy sector,1(c),Nickel and compounds (as Ni),43.4
2025/12/15,Belgium,2018,6,Paper and wood production and processing,6(a),Nickel and compounds (as Ni),111
2025/12/15,Netherlands,2019,4,Chemical industry,4(a)(iv),Chlorides (as total Cl),70000000
2025/12/15,France,2016,4,Chemical industry,4(a)(viii),Arsenic and compounds (as As),202
2025/12/15,Belgium,2018,6,Paper and wood production and processing,6(a),Chlorides (as total Cl),3390000
2025/12/15,France,2015,2,Production and processing of metals,2(f),Chlorides (as total Cl),5150000
2025/12/15,Austria,2024,1,Energy sector,1(a),Zinc and compounds (as Zn),351
2025/12/15,Italy,2008,4,Chemical industry,4(c),Cadmium and compounds (as Cd),6.91
2025/12/15,Finland,2020,5,Waste and wastewater management,5(f),Chlorides (as total Cl),2550000
2025/12/15,Serbia,2021,3,Mineral industry,3(a),Lead and compounds (as Pb),880
2025/12/15,Spain,2017,5,Waste and wastewater management,5(b),Halogenated organic compounds (as AOX),8100
2025/12/15,Czechia,2021,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total nitrogen,1691
2025/12/15,Italy,2023,5,Waste and wastewater management,5(a),Total phosphorus,21787.12
2025/12/15,Serbia,2023,6,Paper and wood production and processing,6(b),Cadmium and compounds (as Cd),15.5
2025/12/15,Italy,2020,5,Waste and wastewater management,5(c),Nonylphenol and Nonylphenol ethoxylates,357.3
2025/12/15,France,2010,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total nitrogen,57600
2025/12/15,Spain,2012,2,Production and processing of metals,2(b),"Benzo(g,h,i)perylene",5.68
2025/12/15,Romania,2020,1,Energy sector,1(a),Lead and compounds (as Pb),238
2025/12/15,Italy,2021,5,Waste and wastewater management,5(g),Dieldrin,3.1
2025/12/15,Netherlands,2007,5,Waste and wastewater management,5(d),Copper and compounds (as Cu),54.7
2025/12/15,Belgium,2012,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),1.78
